Date,Open,High,Low,Close,Adj Close,Volume
2016-10-07,118.839996,119.010002,117.889999,118.470001,115.606514,19984200
2016-10-10,119.080002,119.480003,119.029999,119.220001,116.338387,19687300
2016-10-11,119.120003,119.139999,117.000000,117.519997,114.679466,27774400
2016-10-12,117.629997,117.820000,117.059998,117.419998,114.581879,14267800
2016-10-13,116.620003,117.320000,115.940002,117.000000,114.172035,22821000
2016-10-14,117.580002,118.050003,117.070000,117.139999,114.308655,21313300
2016-10-17,117.040001,117.300003,116.669998,116.820000,113.996399,14182700
2016-10-18,118.209999,118.410004,117.800003,117.860001,115.011253,19276700
2016-10-19,117.769997,118.019997,117.639999,117.849998,115.001495,13702900
2016-10-20,117.730003,117.970001,117.029999,117.709999,114.864891,18132200
2016-10-21,117.800003,118.220001,117.410004,118.150002,115.294250,15707800
2016-10-24,118.910004,119.650002,118.889999,119.570000,116.679909,19143000
2016-10-25,119.639999,119.660004,119.010002,119.190002,116.309113,20341800
2016-10-26,118.419998,119.029999,118.029999,118.379997,115.518684,20463700
2016-10-27,118.889999,118.989998,117.669998,117.839996,114.991730,19099800
2016-10-28,117.500000,118.110001,116.739998,117.099998,114.269623,35369300
2016-10-31,117.529999,117.529999,116.930000,116.989998,114.162277,18749400
2016-11-01,117.190002,117.209999,115.099998,116.110001,113.303551,23498700
2016-11-02,116.029999,116.300003,114.889999,115.180000,112.396034,26960100
2016-11-03,114.989998,115.370003,113.919998,114.050003,111.293343,36205200
2016-11-04,113.769997,114.540001,113.449997,113.650002,110.903008,26997500
2016-11-07,115.489998,116.470001,115.300003,116.349998,113.537743,26591200
2016-11-08,116.230003,117.639999,115.959999,117.110001,114.279381,20777900
2016-11-09,115.739998,117.839996,115.599998,117.650002,114.806335,70234400
2016-11-10,118.220001,118.379997,114.199997,115.750000,112.952263,72825400
2016-11-11,115.250000,116.050003,114.839996,115.800003,113.001038,41115200
2016-11-14,115.830002,115.940002,114.029999,114.629997,111.859314,35906000
2016-11-15,115.500000,116.620003,115.330002,116.220001,113.410889,31796600
2016-11-16,115.669998,116.989998,115.669998,116.910004,114.084236,16538100
2016-11-17,116.849998,117.779999,116.610001,117.760002,114.913666,20598600
2016-11-18,117.900002,118.099998,117.209999,117.320000,114.484306,16428700
2016-11-21,117.610001,118.650002,117.570000,118.540001,115.674828,20268500
2016-11-22,119.010002,119.190002,118.610001,118.900002,116.026123,18850600
2016-11-23,118.510002,118.639999,117.900002,118.419998,115.557724,22926000
2016-11-25,118.559998,118.849998,118.419998,118.800003,115.928543,7162800
2016-11-28,118.650002,119.080002,118.410004,118.529999,115.665054,13479000
2016-11-29,118.639999,119.510002,118.300003,118.940002,116.065147,18553000
2016-11-30,119.089996,119.129997,117.459999,117.500000,114.659966,30405300
2016-12-01,117.459999,117.470001,115.290001,115.470001,112.679024,39796600
2016-12-02,115.540001,116.160004,115.220001,115.699997,112.903465,32876800
2016-12-05,116.300003,117.059998,115.769997,116.599998,113.781693,21419700
2016-12-06,116.930000,117.080002,116.389999,116.879997,114.054932,27293300
2016-12-07,116.639999,118.510002,116.290001,118.360001,115.499161,26622400
2016-12-08,118.410004,118.870003,118.180000,118.570000,115.704086,18578400
2016-12-09,119.010002,119.540001,119.000000,119.500000,116.611618,21863100
2016-12-12,118.970001,119.209999,118.470001,118.959999,116.084671,23259300
2016-12-13,119.320000,121.110001,119.320000,120.459999,117.548409,54477900
2016-12-14,120.610001,121.000000,119.860001,120.209999,117.304459,28746000
2016-12-15,120.370003,121.110001,120.080002,120.400002,117.489876,22762300
2016-12-16,120.339996,120.580002,119.360001,119.599998,117.054321,26283900
2016-12-19,119.720001,120.830002,119.550003,120.089996,117.533897,21138700
2016-12-20,120.470001,120.769997,120.330002,120.550003,117.984131,11461800
2016-12-21,120.599998,120.680000,120.190002,120.459999,117.896027,7079300
2016-12-22,120.470001,120.500000,119.650002,120.120003,117.563271,16645000
2016-12-23,119.919998,120.250000,119.809998,120.199997,117.641563,9007500
2016-12-27,120.459999,121.519997,120.410004,120.820000,118.248375,16110600
2016-12-28,121.080002,121.190002,119.800003,119.879997,117.328377,17975200
2016-12-29,119.849998,120.129997,119.330002,119.709999,117.161987,13267500
2016-12-30,119.940002,119.949997,118.139999,118.480003,115.958183,41749000
2017-01-03,119.269997,119.989998,118.889999,119.540001,116.995628,22307600
2017-01-04,119.669998,120.410004,119.660004,120.190002,117.631783,19749100
2017-01-05,120.099998,120.949997,120.099998,120.870003,118.297302,20644300
2017-01-06,121.000000,122.250000,120.690002,121.930000,119.334747,24074300
2017-01-09,122.029999,122.550003,121.949997,122.330002,119.726227,18909200
2017-01-10,122.379997,122.970001,122.099998,122.599998,119.990486,16176600
2017-01-11,122.650002,122.930000,122.019997,122.930000,120.313454,20686000
2017-01-12,122.489998,122.820000,121.599998,122.739998,120.127495,19622500
2017-01-13,122.800003,123.370003,122.800003,123.160004,120.538574,16930800
2017-01-17,122.839996,123.029999,122.430000,122.790001,120.176437,14538500
2017-01-18,122.970001,123.160004,122.660004,123.040001,120.421112,12499700
2017-01-19,123.220001,123.650002,122.720001,122.980003,120.362396,12710700
2017-01-20,123.519997,123.830002,122.919998,123.250000,120.626640,22091000
2017-01-23,123.169998,123.529999,122.570000,123.349998,120.724518,17434200
2017-01-24,123.589996,124.370003,123.379997,124.180000,121.536858,17640900
2017-01-25,124.959999,125.459999,124.849998,125.430000,122.760246,15036200
2017-01-26,125.599998,125.820000,125.339996,125.559998,122.887482,16052200
2017-01-27,125.830002,125.919998,125.389999,125.800003,123.122375,15053000
2017-01-30,125.379997,125.379997,124.129997,124.820000,122.163231,25006700
2017-01-31,124.379997,124.599998,123.849998,124.570000,121.918556,19091100
2017-02-01,125.449997,125.680000,124.860001,125.430000,122.760246,22861900
2017-02-02,125.209999,125.699997,124.860001,125.320000,122.652580,15101400
2017-02-03,125.449997,125.809998,125.330002,125.680000,123.004921,16957200
2017-02-06,125.470001,125.849998,125.349998,125.830002,123.151733,11630100
2017-02-07,126.089996,126.550003,125.970001,126.290001,123.601944,17541100
2017-02-08,126.120003,126.680000,125.879997,126.500000,123.807457,12569100
2017-02-09,126.629997,127.239998,126.559998,126.959999,124.257675,17542700
2017-02-10,127.239998,127.559998,127.019997,127.379997,124.668732,13915700
2017-02-13,127.769997,128.259995,127.720001,128.100006,125.373421,19120200
2017-02-14,128.149994,128.539993,127.739998,128.529999,125.794250,16333500
2017-02-15,128.440002,129.350006,128.369995,129.289993,126.538071,17891400
2017-02-16,129.369995,129.630005,128.919998,129.250000,126.498917,15098300
2017-02-17,129.059998,129.820007,129.039993,129.809998,127.047020,15563700
2017-02-21,130.059998,130.529999,129.990005,130.449997,127.673370,18479600
2017-02-22,130.330002,130.589996,130.110001,130.500000,127.722321,12110900
2017-02-23,130.699997,130.699997,129.490005,130.009995,127.242752,17489000
2017-02-24,129.419998,130.259995,129.380005,130.259995,127.487442,18624500
2017-02-27,130.020004,130.429993,129.800003,130.419998,127.644043,12008700
2017-02-28,130.389999,130.449997,129.660004,130.020004,127.252556,16598600
2017-03-01,130.850006,131.679993,130.600006,131.440002,128.642334,25813800
2017-03-02,131.410004,131.429993,130.619995,130.779999,127.996361,19951400
2017-03-03,130.690002,131.059998,130.339996,131.020004,128.231277,13722700
2017-03-06,130.589996,130.949997,130.210007,130.729996,127.947411,12026200
2017-03-07,130.470001,131.080002,130.279999,130.509995,127.732132,15500900
2017-03-08,130.589996,131.149994,130.460007,130.740005,127.957222,15776000
2017-03-09,130.710007,131.020004,130.139999,130.839996,128.055084,20855300
2017-03-10,131.440002,131.600006,130.820007,131.389999,128.593369,21922600
2017-03-13,131.339996,131.639999,131.270004,131.610001,128.808701,10731600
2017-03-14,131.309998,131.360001,130.759995,131.289993,128.495499,14019700
2017-03-15,131.559998,132.410004,131.139999,132.100006,129.288300,22709100
2017-03-16,132.350006,132.350006,131.710007,132.009995,129.200180,18457300
2017-03-17,131.899994,132.039993,131.619995,131.690002,129.155090,21234500
2017-03-20,131.649994,132.110001,131.460007,131.809998,129.272766,10105200
2017-03-21,132.309998,132.429993,129.729996,129.809998,127.311272,35841900
2017-03-22,129.850006,130.820007,129.679993,130.690002,128.174301,29177900
2017-03-23,130.520004,130.880005,130.139999,130.360001,127.850708,20311700
2017-03-24,130.779999,131.289993,130.130005,130.630005,128.115479,22967600
2017-03-27,129.699997,131.070007,129.399994,130.839996,128.321442,18472400
2017-03-28,130.839996,132.029999,130.550003,131.639999,129.106033,23721900
2017-03-29,131.729996,132.300003,131.589996,132.250000,129.704330,13710000
2017-03-30,132.199997,132.610001,132.080002,132.470001,129.920090,16092400
2017-03-31,132.279999,132.740005,132.130005,132.380005,129.831787,19841400
2017-04-03,132.490005,132.809998,131.559998,132.300003,129.753357,23700300
2017-04-04,131.919998,132.529999,131.869995,132.509995,129.959274,13400000
2017-04-05,132.699997,133.479996,131.720001,131.970001,129.429703,32011200
2017-04-06,132.100006,132.389999,131.699997,132.039993,129.498352,18832200
2017-04-07,132.000000,132.369995,131.500000,131.970001,129.429703,16743100
2017-04-10,132.100006,132.570007,131.660004,132.020004,129.478729,15619300
2017-04-11,131.899994,132.100006,130.500000,131.449997,128.919708,33778400
2017-04-12,131.429993,131.539993,130.779999,130.919998,128.399902,15955200
2017-04-13,130.740005,131.509995,130.380005,130.399994,127.889900,23683000
2017-04-17,130.770004,131.500000,130.720001,131.479996,128.949112,13325500
2017-04-18,131.039993,131.660004,130.949997,131.279999,128.752960,12841100
2017-04-19,131.850006,132.289993,131.309998,131.490005,128.958939,17764800
2017-04-20,132.020004,132.880005,131.820007,132.589996,130.037735,21977900
2017-04-21,132.710007,132.759995,132.220001,132.559998,130.008316,22454900
2017-04-24,134.029999,134.289993,133.800003,134.160004,131.577545,22469900
2017-04-25,134.600006,135.369995,134.479996,135.130005,132.528854,19384400
2017-04-26,135.179993,135.509995,134.860001,134.940002,132.342514,25398500
2017-04-27,135.270004,135.750000,135.190002,135.750000,133.136932,16136500
2017-04-28,136.289993,136.339996,135.770004,135.990005,133.372314,22771900
2017-05-01,136.440002,137.380005,136.380005,137.199997,134.559021,24815500
2017-05-02,137.369995,137.490005,137.020004,137.429993,134.784576,18345100
2017-05-03,137.119995,137.169998,136.619995,136.990005,134.353058,23827600
2017-05-04,136.970001,137.429993,136.559998,137.039993,134.402115,14630100
2017-05-05,137.389999,137.539993,136.880005,137.539993,134.892456,19330700
2017-05-08,137.610001,137.839996,137.330002,137.839996,135.186707,13279900
2017-05-09,138.050003,138.630005,137.929993,138.320007,135.657471,28426100
2017-05-10,138.399994,138.449997,137.910004,138.399994,135.735916,20499400
2017-05-11,138.020004,138.330002,137.380005,138.289993,135.628021,27232100
2017-05-12,138.350006,138.630005,138.229996,138.600006,135.932068,19738600
2017-05-15,138.660004,139.119995,138.529999,139.039993,136.363586,20481300
2017-05-16,139.399994,139.639999,138.990005,139.619995,136.932404,21786000
2017-05-17,138.509995,138.770004,136.050003,136.070007,133.450775,55642200
2017-05-18,136.020004,137.720001,135.869995,137.259995,134.617844,41319900
2017-05-19,137.750000,138.419998,137.660004,137.839996,135.186707,36730100
2017-05-22,138.149994,139.070007,138.100006,139.000000,136.324402,19509700
2017-05-23,139.410004,139.419998,138.779999,139.139999,136.461655,19687500
2017-05-24,139.559998,139.850006,139.169998,139.779999,137.089355,15891900
2017-05-25,140.309998,141.330002,140.009995,140.970001,138.256439,23928600
2017-05-26,141.000000,141.279999,140.809998,141.220001,138.501617,13851600
2017-05-30,141.149994,141.509995,141.059998,141.339996,138.619308,20306400
2017-05-31,141.839996,141.839996,140.570007,141.289993,138.570297,33229400
2017-06-01,141.580002,141.899994,140.979996,141.839996,139.109711,20120700
2017-06-02,142.339996,143.490005,142.110001,143.460007,140.698532,37222900
2017-06-05,143.449997,143.679993,143.229996,143.429993,140.669083,15727500
2017-06-06,143.259995,143.729996,142.649994,142.860001,140.110062,22393000
2017-06-07,143.259995,143.539993,142.600006,143.419998,140.659286,18842400
2017-06-08,143.740005,143.800003,142.789993,143.570007,140.806396,25417400
2017-06-09,143.740005,143.899994,138.110001,139.979996,137.285507,109783700
2017-06-12,138.800003,139.479996,137.470001,139.229996,136.549927,104454000
2017-06-13,140.009995,140.559998,139.279999,140.360001,137.658188,51193000
2017-06-14,140.929993,140.929993,138.619995,139.750000,137.059952,60093800
2017-06-15,138.339996,139.279999,137.490005,139.130005,136.451859,55145200
2017-06-16,138.679993,138.779999,137.639999,138.149994,135.859848,48087400
2017-06-19,139.490005,140.589996,139.279999,140.460007,138.131561,39626500
2017-06-20,140.320007,140.500000,139.309998,139.360001,137.049774,40935100
2017-06-21,139.679993,140.809998,139.589996,140.740005,138.406891,35743400
2017-06-22,140.960007,141.220001,140.339996,140.699997,138.367584,24099100
2017-06-23,140.539993,141.419998,140.149994,141.240005,138.898605,21654300
2017-06-26,142.050003,142.289993,140.270004,140.580002,138.249557,34411100
2017-06-27,140.050003,140.220001,138.020004,138.029999,135.741837,65957800
2017-06-28,138.539993,140.139999,137.740005,140.020004,137.698868,57427200
2017-06-29,139.440002,139.440002,136.250000,137.589996,135.309113,88769400
2017-06-30,137.979996,138.669998,137.190002,137.639999,135.358307,68898300
2017-07-03,138.270004,138.429993,136.100006,136.190002,133.932327,32797000
2017-07-05,136.619995,137.899994,136.160004,137.529999,135.250092,42116600
2017-07-06,136.479996,137.059998,135.800003,136.289993,134.030685,48430500
2017-07-07,136.750000,138.130005,136.740005,137.759995,135.476288,36970400
2017-07-10,137.850006,138.990005,137.500000,138.660004,136.361389,24853500
2017-07-11,138.460007,139.220001,137.940002,139.050003,136.744934,31517700
2017-07-12,140.240005,140.860001,139.960007,140.699997,138.367584,36045800
2017-07-13,140.869995,141.350006,140.600006,141.009995,138.672424,31073600
2017-07-14,141.639999,142.300003,141.190002,142.119995,139.764023,34544800
2017-07-17,142.270004,142.690002,141.919998,142.190002,139.832870,25343200
2017-07-18,142.089996,143.169998,141.639999,143.139999,140.767136,25748500
2017-07-19,143.559998,144.190002,143.500000,143.979996,141.593185,33752300
2017-07-20,144.350006,144.440002,143.520004,144.169998,141.780060,36139400
2017-07-21,143.639999,144.110001,143.350006,144.110001,141.721069,39697100
2017-07-24,144.089996,144.869995,143.919998,144.770004,142.370102,26712700
2017-07-25,144.289993,144.740005,144.009995,144.399994,142.006226,28120900
2017-07-26,144.759995,144.949997,144.529999,144.869995,142.468430,18610600
2017-07-27,145.820007,145.960007,142.300003,143.960007,141.573547,80665900
2017-07-28,143.100006,144.080002,142.869995,143.839996,141.455490,38013200
2017-07-31,144.250000,144.429993,142.919998,143.229996,140.855637,33848600
2017-08-01,143.720001,143.759995,143.119995,143.559998,141.180161,20149400
2017-08-02,144.490005,144.520004,142.610001,143.949997,141.563705,41769700
2017-08-03,144.089996,144.169998,143.130005,143.389999,141.012970,27112800
2017-08-04,143.710007,143.970001,143.059998,143.649994,141.268661,29472900
2017-08-07,143.910004,144.559998,143.710007,144.559998,142.163574,17933900
2017-08-08,144.279999,145.470001,143.899994,144.309998,141.917740,30810400
2017-08-09,143.119995,144.190002,142.789993,144.119995,141.730865,36169500
2017-08-10,143.300003,143.399994,140.889999,141.029999,138.692108,63331700
2017-08-11,141.220001,142.410004,140.899994,142.100006,139.744385,45862500
2017-08-14,143.229996,144.149994,143.190002,143.929993,141.544022,34161000
2017-08-15,144.289993,144.300003,143.639999,144.029999,141.642349,25509200
2017-08-16,144.389999,144.960007,143.800003,144.279999,141.888199,31913000
2017-08-17,143.720001,143.940002,141.330002,141.330002,138.987152,70191000
2017-08-18,141.410004,142.199997,140.649994,141.229996,138.888794,60751900
2017-08-21,141.220001,141.529999,140.179993,141.050003,138.711777,37111500
2017-08-22,141.809998,143.350006,141.759995,143.199997,140.826126,36294200
2017-08-23,142.479996,143.009995,142.380005,142.690002,140.324570,25702300
2017-08-24,143.009995,143.169998,141.470001,142.270004,139.911545,38160800
2017-08-25,142.820007,143.179993,141.779999,141.970001,139.616516,26380400
2017-08-28,142.399994,142.740005,141.949997,142.410004,140.049225,15362100
2017-08-29,141.190002,143.210007,141.059998,142.970001,140.599930,24498300
2017-08-30,143.089996,144.889999,143.000000,144.649994,142.252090,33642700
2017-08-31,145.059998,146.210007,144.979996,146.199997,143.776398,38480700
2017-09-01,146.389999,146.589996,145.610001,146.000000,143.579742,22293600
2017-09-05,145.570007,145.880005,143.600006,144.690002,142.291428,44794300
2017-09-06,145.059998,145.460007,144.080002,145.130005,142.724136,30722700
2017-09-07,145.399994,145.839996,144.940002,145.470001,143.058517,22721100
2017-09-08,145.279999,145.350006,144.059998,144.210007,141.819397,27890100
2017-09-11,145.339996,146.119995,145.300003,145.869995,143.451859,27126300
2017-09-12,146.279999,146.410004,145.529999,146.220001,143.796066,30256700
2017-09-13,145.970001,146.440002,145.729996,146.419998,143.992752,28450900
2017-09-14,145.850006,146.289993,145.470001,145.559998,143.147034,35296400
2017-09-15,145.529999,146.589996,145.289993,146.059998,143.638733,46422400
2017-09-18,145.910004,146.369995,145.110001,145.550003,143.450485,24858200
2017-09-19,145.809998,146.009995,145.309998,145.800003,143.696869,20871200
2017-09-20,145.750000,145.910004,144.229996,145.350006,143.253357,34236200
2017-09-21,145.250000,145.259995,143.949997,144.460007,142.376205,28841800
2017-09-22,144.000000,144.529999,143.850006,144.320007,142.238220,21702400
2017-09-25,143.750000,143.830002,142.100006,142.800003,140.740128,54947700
2017-09-26,143.529999,143.800003,142.669998,143.169998,141.104797,29628800
2017-09-27,143.929993,145.000000,143.570007,144.460007,142.376205,33249400
2017-09-28,144.110001,144.559998,143.779999,144.410004,142.326950,24149400
2017-09-29,144.699997,145.559998,144.320007,145.449997,143.351898,43102400
2017-10-02,145.669998,146.169998,144.929993,145.580002,143.480042,27351300
2017-10-03,145.770004,146.059998,145.449997,145.889999,143.785553,19715200
2017-10-04,145.610001,146.339996,145.470001,146.029999,143.923553,26381100
2017-10-05,146.559998,147.539993,146.410004,147.460007,145.332916,31562400
2017-10-06,146.960007,147.660004,146.960007,147.660004,145.530045,23561100
2017-10-09,147.850006,148.009995,147.300003,147.490005,145.362473,13704800
2017-10-10,147.990005,148.139999,146.949997,147.600006,145.470886,19223100
2017-10-11,147.529999,148.070007,147.339996,148.039993,145.904541,12439100
2017-10-12,147.820007,148.350006,147.619995,147.770004,145.638443,14513500
2017-10-13,148.369995,148.509995,147.779999,148.339996,146.200211,18409900
2017-10-16,148.710007,148.889999,148.389999,148.850006,146.702881,21809400
2017-10-17,148.800003,149.059998,148.570007,149.039993,146.890121,13138200
2017-10-18,149.190002,149.210007,148.639999,148.860001,146.712708,17218200
2017-10-19,147.990005,148.330002,147.270004,148.309998,146.170670,27680300
2017-10-20,148.910004,149.039993,148.529999,148.710007,146.564896,30173300
2017-10-23,149.020004,149.029999,147.529999,147.740005,145.608871,29297100
2017-10-24,148.029999,148.300003,147.440002,147.990005,145.855286,20289500
2017-10-25,147.699997,148.179993,146.330002,147.429993,145.303360,36179100
2017-10-26,147.339996,147.710007,146.919998,146.960007,144.840149,28230200
2017-10-27,149.429993,151.520004,149.199997,151.240005,149.058411,60165100
2017-10-30,151.130005,152.190002,150.990005,151.580002,149.393494,31733400
2017-10-31,152.070007,152.369995,151.630005,152.149994,149.955261,26319300
2017-11-01,152.759995,152.830002,151.500000,152.100006,149.905991,29481600
2017-11-02,151.929993,151.990005,150.770004,151.809998,149.620178,31017400
2017-11-03,152.360001,153.289993,151.839996,153.270004,151.059097,26199200
2017-11-06,153.149994,153.850006,153.100006,153.789993,151.571609,28693900
2017-11-07,153.669998,154.080002,153.339996,153.880005,151.660294,21333100
2017-11-08,153.800003,154.539993,153.619995,154.500000,152.271362,17373500
2017-11-09,153.229996,153.770004,152.110001,153.690002,151.473068,40594500
2017-11-10,153.330002,153.800003,153.059998,153.679993,151.463196,20150800
2017-11-13,153.100006,154.070007,153.100006,153.869995,151.650436,12522400
2017-11-14,153.330002,153.500000,152.570007,153.309998,151.098541,25173800
2017-11-15,152.649994,153.000000,151.779999,152.589996,150.388931,24808000
2017-11-16,153.360001,154.889999,153.330002,154.539993,152.310806,34790600
2017-11-17,154.580002,154.690002,153.800003,153.949997,151.729294,28725800
2017-11-20,154.059998,154.199997,153.610001,153.830002,151.611053,21143900
2017-11-21,154.559998,155.570007,154.490005,155.500000,153.256943,20147800
2017-11-22,155.639999,155.839996,155.339996,155.690002,153.444214,17299000
2017-11-24,155.850006,156.309998,155.759995,156.259995,154.005966,8280600
2017-11-27,156.210007,156.559998,155.830002,156.190002,153.936996,22653400
2017-11-28,156.539993,156.690002,155.699997,156.589996,154.331207,25227300
2017-11-29,156.410004,156.449997,153.119995,153.860001,151.640579,71986300
2017-11-30,154.509995,155.449997,154.149994,155.149994,152.911987,56595500
2017-12-01,154.199997,155.240005,152.259995,154.490005,152.261536,59015800
2017-12-04,155.460007,155.630005,152.559998,152.710007,150.507187,51319100
2017-12-05,152.679993,154.550003,152.100006,152.809998,150.605759,40604200
2017-12-06,152.240005,153.740005,152.059998,153.500000,151.285782,28647800
2017-12-07,153.490005,154.460007,153.330002,154.020004,151.798279,32666200
2017-12-08,155.149994,155.529999,154.460007,154.699997,152.468491,28081700
2017-12-11,154.770004,155.949997,154.759995,155.899994,153.651169,20821500
2017-12-12,155.830002,156.149994,155.360001,155.690002,153.444214,20310300
2017-12-13,156.320007,156.490005,155.759995,155.990005,153.739883,24418500
2017-12-14,156.259995,156.660004,155.710007,155.880005,153.631470,24594700
2017-12-15,156.490005,157.820007,156.229996,157.649994,155.375900,49816200
2017-12-18,158.360001,158.770004,158.070007,158.639999,156.678635,26844500
2017-12-19,158.339996,158.500000,157.259995,157.699997,155.750244,31415000
2017-12-20,158.250000,158.279999,156.910004,157.529999,155.582336,38972600
2017-12-21,157.750000,158.250000,157.369995,157.550003,155.602081,18638700
2017-12-22,157.309998,157.429993,156.949997,157.369995,155.424316,23330400
2017-12-26,156.490005,156.720001,155.949997,156.520004,154.584824,21918700
2017-12-27,156.529999,156.960007,156.389999,156.539993,154.604568,22388200
2017-12-28,157.039993,157.070007,156.539993,156.729996,154.792221,25393800
2017-12-29,156.869995,156.899994,155.699997,155.759995,153.834213,33186000
2018-01-02,156.559998,158.529999,156.169998,158.490005,156.530487,32573300
2018-01-03,158.639999,160.169998,158.610001,160.029999,158.051422,29383600
2018-01-04,160.580002,160.789993,160.080002,160.309998,158.327957,24776100
2018-01-05,161.070007,162.029999,160.770004,161.919998,159.918076,26992300
2018-01-08,161.919998,162.630005,161.860001,162.550003,160.540268,23159100
2018-01-09,162.869995,163.039993,162.070007,162.559998,160.550156,24782400
2018-01-10,161.839996,162.210007,161.119995,162.179993,160.174850,34004000
2018-01-11,162.460007,163.300003,162.210007,163.289993,161.271133,20473500
2018-01-12,163.149994,164.660004,162.940002,164.490005,162.456329,37762700
2018-01-16,165.580002,166.419998,163.529999,164.020004,161.992111,41231800
2018-01-17,164.800003,166.039993,164.000000,165.789993,163.740204,33849900
2018-01-18,165.529999,166.199997,165.139999,165.820007,163.769882,26432200
2018-01-19,166.309998,166.610001,165.539993,166.339996,164.283417,38937600
2018-01-22,166.279999,168.119995,166.089996,168.119995,166.041412,26081400
2018-01-23,168.639999,169.660004,168.559998,169.509995,167.414215,37989700
2018-01-24,169.869995,170.240005,167.440002,168.410004,166.327835,54287400
2018-01-25,169.570007,169.630005,167.809998,168.350006,166.268585,28925000
2018-01-26,169.289993,170.949997,168.960007,170.929993,168.816635,32038200
2018-01-29,170.570007,170.910004,169.740005,170.100006,167.996933,37277800
2018-01-30,168.550003,169.419998,167.820007,168.699997,166.614243,44987700
2018-01-31,169.649994,169.990005,168.339996,169.399994,167.305588,42449200
2018-02-01,168.100006,169.729996,167.419998,167.960007,165.883392,38037900
2018-02-02,167.300003,167.699997,164.470001,164.610001,162.574814,68478100
2018-02-05,163.070007,165.750000,158.000000,158.119995,156.165054,105372200
2018-02-06,155.809998,162.509995,155.100006,162.309998,160.303253,118537900
2018-02-07,161.789993,163.550003,160.199997,160.210007,158.229218,91028300
2018-02-08,160.619995,160.800003,153.449997,153.449997,151.552795,94184800
2018-02-09,155.619995,157.240005,150.130005,156.100006,154.170044,113836600
2018-02-12,157.699997,159.949997,156.460007,158.869995,156.905777,63050600
2018-02-13,157.960007,160.009995,157.720001,159.690002,157.715652,31785600
2018-02-14,158.750000,162.929993,158.000000,162.679993,160.668686,52107400
2018-02-15,164.139999,165.699997,162.440002,165.699997,163.651337,51633900
2018-02-16,165.160004,166.759995,164.679993,164.960007,162.920486,62256300
2018-02-20,164.380005,166.679993,164.309998,165.289993,163.246399,36785600
2018-02-21,166.100006,167.720001,164.720001,164.820007,162.782211,41161800
2018-02-22,165.539993,166.419998,164.380005,164.800003,162.762482,37074400
2018-02-23,166.130005,168.169998,165.449997,168.169998,166.090775,50096900
2018-02-26,168.960007,170.399994,168.820007,170.399994,168.293213,39266700
2018-02-27,170.449997,170.729996,168.210007,168.289993,166.209305,42209900
2018-02-28,169.250000,169.800003,167.100006,167.210007,165.142654,42936300
2018-03-01,167.300003,168.070007,163.000000,164.479996,162.446411,76809900
2018-03-02,162.500000,166.279999,161.960007,165.990005,163.937744,57445100
2018-03-05,165.210007,168.259995,164.589996,167.830002,165.755005,38540200
2018-03-06,168.649994,169.110001,167.479996,168.539993,166.456192,29480900
2018-03-07,167.250000,169.070007,166.960007,168.929993,166.841385,34609400
2018-03-08,169.630005,169.979996,168.949997,169.860001,167.759918,25828400
2018-03-09,171.070007,173.160004,170.820007,173.160004,171.019104,38310500
2018-03-12,173.669998,174.479996,173.279999,174.080002,171.927750,37635000
